(myenv) gowrav8849@PAVILION:~/V2/refactored$ python run_experiments.py --models gcn gat h2gcn linkx --datasets cornell citeseer cornell pubmed texas wisconsin actor --feature-settings full none random topk --selectors variance correlation random_forest --topk-values 16 64 256 --seeds 0 1 2
2026-04-28 17:38:02,859 | I | runner | Run cornell_gcn_topk_correlation_k16_s2 | acc=0.4595 f1=0.3378 auc=0.6819
2026-04-28 17:38:03,912 | I | runner | Run cornell_gcn_topk_correlation_k64_s2 | acc=0.4865 f1=0.2881 auc=0.7532
2026-04-28 17:38:04,961 | I | runner | Run cornell_gcn_topk_correlation_k256_s2 | acc=0.4054 f1=0.2234 auc=0.7665
2026-04-28 17:38:06,524 | I | runner | Run cornell_gcn_topk_random_forest_k16_s2 | acc=0.4324 f1=0.3132 auc=0.7852
2026-04-28 17:38:07,853 | I | runner | Run cornell_gcn_topk_random_forest_k64_s2 | acc=0.4054 f1=0.2369 auc=0.7544
2026-04-28 17:38:09,181 | I | runner | Run cornell_gcn_topk_random_forest_k256_s2 | acc=0.3514 f1=0.1329 auc=0.7498
2026-04-28 17:38:27,635 | I | runner | Run pubmed_gcn_full_s0 | acc=0.7940 f1=0.7898 auc=0.9118
2026-04-28 17:38:34,214 | I | runner | Run pubmed_gcn_none_s0 | acc=0.3680 f1=0.3176 auc=0.4804
2026-04-28 17:38:40,880 | I | runner | Run pubmed_gcn_random_s0 | acc=0.3700 f1=0.3340 auc=0.5213
2026-04-28 17:38:54,162 | I | runner | Run pubmed_gcn_topk_variance_k16_s0 | acc=0.6630 f1=0.6734 auc=0.8188
2026-04-28 17:39:04,361 | I | runner | Run pubmed_gcn_topk_variance_k64_s0 | acc=0.7660 f1=0.7601 auc=0.8805
2026-04-28 17:39:19,264 | I | runner | Run pubmed_gcn_topk_variance_k256_s0 | acc=0.7980 f1=0.7936 auc=0.9092
2026-04-28 17:39:35,406 | I | runner | Run pubmed_gcn_topk_correlation_k16_s0 | acc=0.7030 f1=0.7115 auc=0.8781
2026-04-28 17:39:50,157 | I | runner | Run pubmed_gcn_topk_correlation_k64_s0 | acc=0.7930 f1=0.7881 auc=0.9145
2026-04-28 17:40:02,282 | I | runner | Run pubmed_gcn_topk_correlation_k256_s0 | acc=0.7830 f1=0.7801 auc=0.9054
2026-04-28 17:40:24,246 | I | runner | Run pubmed_gcn_topk_random_forest_k16_s0 | acc=0.7370 f1=0.7430 auc=0.8887
2026-04-28 17:40:40,231 | I | runner | Run pubmed_gcn_topk_random_forest_k64_s0 | acc=0.7970 f1=0.7940 auc=0.9204
2026-04-28 17:40:54,426 | I | runner | Run pubmed_gcn_topk_random_forest_k256_s0 | acc=0.7970 f1=0.7922 auc=0.9085
2026-04-28 17:41:12,713 | I | runner | Run pubmed_gcn_full_s1 | acc=0.7980 f1=0.7922 auc=0.9132
2026-04-28 17:41:19,270 | I | runner | Run pubmed_gcn_none_s1 | acc=0.3530 f1=0.3299 auc=0.5116
2026-04-28 17:41:26,007 | I | runner | Run pubmed_gcn_random_s1 | acc=0.3610 f1=0.3460 auc=0.5127
2026-04-28 17:41:38,471 | I | runner | Run pubmed_gcn_topk_variance_k16_s1 | acc=0.6680 f1=0.6794 auc=0.8218
2026-04-28 17:41:50,909 | I | runner | Run pubmed_gcn_topk_variance_k64_s1 | acc=0.7630 f1=0.7576 auc=0.8791
2026-04-28 17:42:05,349 | I | runner | Run pubmed_gcn_topk_variance_k256_s1 | acc=0.8010 f1=0.7970 auc=0.9104
2026-04-28 17:42:21,209 | I | runner | Run pubmed_gcn_topk_correlation_k16_s1 | acc=0.6970 f1=0.7051 auc=0.8768
2026-04-28 17:42:35,854 | I | runner | Run pubmed_gcn_topk_correlation_k64_s1 | acc=0.7900 f1=0.7841 auc=0.9154
2026-04-28 17:42:50,150 | I | runner | Run pubmed_gcn_topk_correlation_k256_s1 | acc=0.7850 f1=0.7830 auc=0.9065
2026-04-28 17:43:15,565 | I | runner | Run pubmed_gcn_topk_random_forest_k16_s1 | acc=0.7610 f1=0.7628 auc=0.9004
2026-04-28 17:43:33,103 | I | runner | Run pubmed_gcn_topk_random_forest_k64_s1 | acc=0.8110 f1=0.8068 auc=0.9275
2026-04-28 17:43:47,608 | I | runner | Run pubmed_gcn_topk_random_forest_k256_s1 | acc=0.8060 f1=0.8028 auc=0.9180
2026-04-28 17:44:04,938 | I | runner | Run pubmed_gcn_full_s2 | acc=0.8000 f1=0.7958 auc=0.9123
2026-04-28 17:44:11,612 | I | runner | Run pubmed_gcn_none_s2 | acc=0.3670 f1=0.3338 auc=0.5068
2026-04-28 17:44:18,313 | I | runner | Run pubmed_gcn_random_s2 | acc=0.3960 f1=0.3224 auc=0.5059
2026-04-28 17:44:31,360 | I | runner | Run pubmed_gcn_topk_variance_k16_s2 | acc=0.6670 f1=0.6784 auc=0.8241
2026-04-28 17:44:43,170 | I | runner | Run pubmed_gcn_topk_variance_k64_s2 | acc=0.7640 f1=0.7588 auc=0.8797
2026-04-28 17:44:56,717 | I | runner | Run pubmed_gcn_topk_variance_k256_s2 | acc=0.7960 f1=0.7932 auc=0.9090
2026-04-28 17:45:15,608 | I | runner | Run pubmed_gcn_topk_correlation_k16_s2 | acc=0.7090 f1=0.7177 auc=0.8773
2026-04-28 17:45:28,842 | I | runner | Run pubmed_gcn_topk_correlation_k64_s2 | acc=0.7890 f1=0.7844 auc=0.9154
2026-04-28 17:45:41,307 | I | runner | Run pubmed_gcn_topk_correlation_k256_s2 | acc=0.7800 f1=0.7769 auc=0.9052
2026-04-28 17:46:02,529 | I | runner | Run pubmed_gcn_topk_random_forest_k16_s2 | acc=0.7640 f1=0.7657 auc=0.8979
2026-04-28 17:46:19,144 | I | runner | Run pubmed_gcn_topk_random_forest_k64_s2 | acc=0.7960 f1=0.7946 auc=0.9183
2026-04-28 17:46:32,938 | I | runner | Run pubmed_gcn_topk_random_forest_k256_s2 | acc=0.7870 f1=0.7823 auc=0.9096
2026-04-28 17:46:34,565 | I | runner | Run texas_gcn_full_s0 | acc=0.6486 f1=0.2716 auc=nan
2026-04-28 17:46:35,496 | I | runner | Run texas_gcn_none_s0 | acc=0.5946 f1=0.2569 auc=nan
2026-04-28 17:46:36,670 | I | runner | Run texas_gcn_random_s0 | acc=0.5405 f1=0.2696 auc=nan
2026-04-28 17:46:38,031 | I | runner | Run texas_gcn_topk_variance_k16_s0 | acc=0.6216 f1=0.1917 auc=nan
2026-04-28 17:46:39,795 | I | runner | Run texas_gcn_topk_variance_k64_s0 | acc=0.6486 f1=0.1967 auc=nan
2026-04-28 17:46:40,808 | I | runner | Run texas_gcn_topk_variance_k256_s0 | acc=0.7027 f1=0.3591 auc=nan
2026-04-28 17:46:41,683 | I | runner | Run texas_gcn_topk_correlation_k16_s0 | acc=0.6216 f1=0.2611 auc=nan
2026-04-28 17:46:42,674 | I | runner | Run texas_gcn_topk_correlation_k64_s0 | acc=0.6757 f1=0.3165 auc=nan
2026-04-28 17:46:43,925 | I | runner | Run texas_gcn_topk_correlation_k256_s0 | acc=0.7027 f1=0.4055 auc=nan
2026-04-28 17:46:45,120 | I | runner | Run texas_gcn_topk_random_forest_k16_s0 | acc=0.6757 f1=0.3411 auc=nan
2026-04-28 17:46:46,288 | I | runner | Run texas_gcn_topk_random_forest_k64_s0 | acc=0.6486 f1=0.2816 auc=nan
2026-04-28 17:46:47,569 | I | runner | Run texas_gcn_topk_random_forest_k256_s0 | acc=0.7027 f1=0.3591 auc=nan
2026-04-28 17:46:49,379 | I | runner | Run texas_gcn_full_s1 | acc=0.6486 f1=0.2716 auc=nan
2026-04-28 17:46:50,248 | I | runner | Run texas_gcn_none_s1 | acc=0.6216 f1=0.2130 auc=nan
